x,y,z
0,0,177.622
1.00671140939597,0,177.583
2.01342281879195,0,177.568
3.02013422818792,0,177.645
4.02684563758389,0,177.685
5.03355704697987,0,177.659
6.04026845637584,0,177.613
7.04697986577181,0,177.623
8.05369127516779,0,177.571
9.06040268456376,0,177.557
10.0671140939597,0,177.534
11.0738255033557,0,177.546
12.0805369127517,0,177.432
13.0872483221477,0,177.453
14.0939597315436,0,177.4
15.1006711409396,0,177.235
16.1073825503356,0,177.415
17.1140939597315,0,177.403
18.1208053691275,0,177.379
19.1275167785235,0,177.384
20.1342281879195,0,177.404
21.1409395973154,0,177.533
22.1476510067114,0,177.576
23.1543624161074,0,177.705
24.1610738255034,0,177.768
25.1677852348993,0,177.887
26.1744966442953,0,177.977
27.1812080536913,0,178.017
28.1879194630873,0,178.047
29.1946308724832,0,178.007
30.2013422818792,0,177.983
31.2080536912752,0,177.976
32.2147651006711,0,177.921
33.2214765100671,0,177.942
34.2281879194631,0,177.988
35.2348993288591,0,178.003
36.241610738255,0,178.044
37.248322147651,0,178.06
38.255033557047,0,178.051
39.261744966443,0,178.05
40.2684563758389,0,178.003
41.2751677852349,0,177.927
42.2818791946309,0,177.945
43.2885906040269,0,177.936
44.2953020134228,0,177.948
45.3020134228188,0,177.975
46.3087248322148,0,177.949
47.3154362416107,0,177.904
48.3221476510067,0,177.892
49.3288590604027,0,177.881
50.3355704697987,0,177.93
51.3422818791946,0,177.944
52.3489932885906,0,177.988
53.3557046979866,0,178.112
54.3624161073826,0,178.124
55.3691275167785,0,178.151
56.3758389261745,0,178.199
57.3825503355705,0,178.168
58.3892617449665,0,178.14
59.3959731543624,0,178.058
60.4026845637584,0,177.977
61.4093959731544,0,177.948
62.4161073825503,0,177.876
63.4228187919463,0,177.829
64.4295302013423,0,177.839
65.4362416107383,0,177.875
66.4429530201342,0,177.93
67.4496644295302,0,177.995
68.4563758389262,0,178.036
69.4630872483222,0,178.027
70.4697986577181,0,177.993
71.4765100671141,0,177.909
72.4832214765101,0,177.987
73.489932885906,0,177.929
74.496644295302,0,177.853
75.503355704698,0,177.758
76.510067114094,0,177.801
77.51677852349,0,177.751
78.5234899328859,0,177.683
79.5302013422819,0,177.655
80.5369127516779,0,177.64
81.5436241610738,0,177.62
82.5503355704698,0,177.595
83.5570469798658,0,177.585
84.5637583892618,0,177.631
85.5704697986577,0,177.582
86.5771812080537,0,177.53
87.5838926174497,0,177.506
88.5906040268457,0,177.569
89.5973154362416,0,177.582
90.6040268456376,0,177.574
91.6107382550336,0,177.561
92.6174496644295,0,177.578
93.6241610738255,0,177.572
94.6308724832215,0,177.603
95.6375838926175,0,177.563
96.6442953020134,0,177.601
97.6510067114094,0,177.578
98.6577181208054,0,177.638
99.6644295302014,0,177.666
100.671140939597,0,177.653
101.677852348993,0,177.658
102.684563758389,0,177.631
103.691275167785,0,177.636
104.697986577181,0,177.629
105.704697986577,0,177.711
106.711409395973,0,177.705
107.718120805369,0,177.783
108.724832214765,0,177.797
109.731543624161,0,177.8
110.738255033557,0,177.892
111.744966442953,0,177.845
112.751677852349,0,177.72
113.758389261745,0,177.672
114.765100671141,0,177.776
115.771812080537,0,177.854
116.778523489933,0,178.027
117.785234899329,0,178.039
118.791946308725,0,178.11
119.798657718121,0,178.112
120.805369127517,0,178.013
121.812080536913,0,177.914
122.818791946309,0,177.853
123.825503355705,0,177.87
124.832214765101,0,177.85
125.838926174497,0,177.839
126.845637583893,0,177.881
127.852348993289,0,177.862
128.859060402685,0,177.895
129.865771812081,0,177.909
130.872483221477,0,177.911
131.879194630873,0,177.894
132.885906040268,0,177.813
133.892617449664,0,177.777
134.89932885906,0,177.725
135.906040268456,0,177.716
136.912751677852,0,177.752
137.919463087248,0,177.718
138.926174496644,0,177.725
139.93288590604,0,177.696
140.939597315436,0,177.671
141.946308724832,0,177.698
142.953020134228,0,177.69
143.959731543624,0,177.727
144.96644295302,0,177.715
145.973154362416,0,177.772
146.979865771812,0,177.699
147.986577181208,0,177.694
148.993288590604,0,177.705
150,0,177.706
